     0.654
     0.618
     0.614
     0.613
     0.614
     0.621
     0.615
     0.610
     0.614
     0.610
     0.623
     0.616
     0.638
     0.655
     0.623
     0.616
     0.614
     0.615
     0.615
     0.626
