     0.626
     0.651
     0.624
     0.624
     0.623
     0.625
     0.625
     0.626
     0.636
     0.624
     0.624
     0.622
     0.625
     0.628
     0.625
     0.625
     0.620
     0.629
     0.629
     0.638
