     8.394
     8.038
     8.000
     8.005
     8.021
     8.033
     8.032
     8.043
     8.211
     8.033
     8.018
     8.032
     8.009
     8.057
     8.041
     8.000
     8.024
     8.021
     8.002
     8.001
