     2.324
     2.342
     2.405
     2.411
     2.393
     2.425
     2.393
     2.399
     2.410
     2.404
     2.403
     2.412
     2.396
     2.398
     2.395
     2.398
     2.400
     2.404
     2.406
     2.407
