     9.415
     9.025
     8.830
     8.890
     8.996
     8.905
     8.888
     8.897
     8.899
     8.879
     8.917
     8.985
     8.853
     8.934
     8.860
     8.876
     8.914
     8.969
     8.932
     8.857
